club_id,season,Y_margin_sum,n_sales_Y,spend_sum,n_buys,n_sales_tot,n_costzero,costzero_share
618,2018,9300000.0,5.0,15000000.0,3.0,5.0,0.0,0.0
618,2019,10250000.0,5.0,13000000.0,5.0,5.0,0.0,0.0
618,2020,-10600000.0,5.0,4900000.0,2.0,5.0,0.0,0.0
621,2009,0.0,0.0,2350000.0,2.0,0.0,0.0,0.0
621,2010,0.0,0.0,2720000.0,2.0,0.0,0.0,0.0
621,2011,0.0,0.0,7500000.0,1.0,0.0,0.0,0.0
621,2012,35500000.0,1.0,2500000.0,1.0,1.0,1.0,1.0
621,2013,0.0,0.0,15400000.0,4.0,0.0,0.0,0.0
621,2014,23000000.0,1.0,1000000.0,1.0,1.0,0.0,0.0
621,2015,0.0,0.0,10000000.0,1.0,0.0,0.0,0.0
621,2017,20000000.0,1.0,32000000.0,1.0,1.0,0.0,0.0
621,2018,67000000.0,1.0,32900000.0,5.0,1.0,0.0,0.0
621,2020,0.0,0.0,12000000.0,1.0,0.0,0.0,0.0
630,2009,5000000.0,1.0,5700000.0,4.0,2.0,1.0,0.5
630,2010,-14000000.0,1.0,0.0,0.0,2.0,1.0,0.5
630,2011,1600000.0,1.0,0.0,0.0,2.0,0.0,0.0
631,2009,550000.0,1.0,30000000.0,3.0,2.0,2.0,1.0
631,2010,5550000.0,3.0,121500000.0,6.0,4.0,4.0,1.0
631,2011,12360000.0,5.0,96450000.0,10.0,6.0,3.0,0.5
631,2012,13000000.0,1.0,109700000.0,8.0,2.0,0.0,0.0
631,2013,-34770000.0,3.0,130350000.0,9.0,4.0,1.0,0.25
631,2014,-18440000.0,4.0,137700000.0,6.0,7.0,1.0,0.14285714285714285
631,2015,21940000.0,6.0,89500000.0,8.0,7.0,2.0,0.2857142857142857
631,2016,-46500000.0,6.0,132800000.0,4.0,6.0,0.0,0.0
631,2017,93100000.0,8.0,260500000.0,9.0,8.0,0.0,0.0
631,2018,-21000000.0,2.0,201000000.0,3.0,2.0,0.0,0.0
631,2019,108400000.0,6.0,45000000.0,1.0,6.0,0.0,0.0
631,2020,-17500000.0,3.0,247200000.0,5.0,3.0,0.0,0.0
631,2021,-11700000.0,6.0,115000000.0,1.0,6.0,0.0,0.0
641,2016,9200000.0,4.0,47950000.0,8.0,4.0,3.0,0.75
642,2011,0.0,0.0,375000.0,3.0,0.0,0.0,0.0
642,2015,-250000.0,1.0,50000.0,1.0,1.0,1.0,1.0
648,2009,0.0,0.0,300000.0,1.0,0.0,0.0,0.0
667,2017,1500000.0,1.0,5400000.0,5.0,1.0,1.0,1.0
667,2018,10000000.0,1.0,15750000.0,6.0,1.0,1.0,1.0
667,2019,500000.0,4.0,11000000.0,5.0,4.0,1.0,0.25
667,2020,-3500000.0,1.0,12000000.0,2.0,1.0,0.0,0.0
667,2021,-3500000.0,2.0,3000000.0,2.0,2.0,0.0,0.0
681,2010,0.0,0.0,4200000.0,3.0,0.0,0.0,0.0
681,2012,0.0,0.0,14000000.0,1.0,1.0,0.0,0.0
681,2013,26000000.0,1.0,6500000.0,2.0,1.0,0.0,0.0
681,2014,2200000.0,3.0,12000000.0,2.0,3.0,2.0,0.6666666666666666
681,2015,0.0,0.0,23200000.0,3.0,0.0,0.0,0.0
681,2016,8900000.0,2.0,18000000.0,3.0,2.0,0.0,0.0
681,2017,15000000.0,3.0,25500000.0,3.0,3.0,0.0,0.0
681,2018,19300000.0,2.0,12000000.0,1.0,2.0,1.0,0.5
681,2019,5000000.0,1.0,29750000.0,4.0,1.0,0.0,0.0
681,2020,950000.0,3.0,10000000.0,1.0,3.0,0.0,0.0
681,2021,0.0,0.0,500000.0,1.0,0.0,0.0,0.0
714,2009,3250000.0,2.0,5000000.0,2.0,4.0,3.0,0.75
714,2010,9600000.0,2.0,10900000.0,4.0,4.0,2.0,0.5
714,2011,6350000.0,2.0,6500000.0,3.0,4.0,2.0,0.5
714,2012,4050000.0,2.0,3350000.0,3.0,3.0,0.0,0.0
714,2013,8250000.0,3.0,750000.0,2.0,3.0,0.0,0.0
714,2014,-1500000.0,2.0,2200000.0,2.0,2.0,0.0,0.0
714,2015,-5300000.0,4.0,3150000.0,3.0,5.0,1.0,0.2
714,2016,-900000.0,2.0,18200000.0,6.0,2.0,0.0,0.0
714,2017,-30500000.0,4.0,16550000.0,4.0,5.0,0.0,0.0
714,2018,-14900000.0,3.0,20000000.0,3.0,3.0,0.0,0.0
714,2019,9500000.0,3.0,61500000.0,6.0,3.0,0.0,0.0
714,2021,0.0,0.0,5500000.0,4.0,0.0,0.0,0.0
720,2009,39250000.0,3.0,30230000.0,10.0,9.0,9.0,1.0
720,2010,21800000.0,1.0,36000000.0,7.0,6.0,6.0,1.0
720,2011,37800000.0,1.0,44940000.0,7.0,2.0,0.0,0.0
720,2012,59425000.0,6.0,13070000.0,4.0,7.0,2.0,0.2857142857142857
720,2013,47500000.0,3.0,34700000.0,7.0,4.0,0.0,0.0
720,2014,71760000.0,5.0,49500000.0,9.0,6.0,2.0,0.3333333333333333
720,2015,43150000.0,8.0,44000000.0,8.0,9.0,2.0,0.2222222222222222
720,2016,6733000.0,4.0,40650000.0,6.0,5.0,0.0,0.0
720,2017,-16700000.0,5.0,21000000.0,2.0,5.0,0.0,0.0
720,2018,5050000.0,9.0,40060000.0,11.0,9.0,0.0,0.0
720,2019,11500000.0,5.0,63250000.0,8.0,5.0,0.0,0.0
720,2020,8450000.0,7.0,20710000.0,4.0,7.0,0.0,0.0
720,2021,0.0,2.0,23700000.0,4.0,2.0,0.0,0.0
749,2014,-342000.0,3.0,360000.0,1.0,3.0,3.0,1.0
749,2015,-2800000.0,2.0,5300000.0,3.0,2.0,2.0,1.0
749,2016,8000000.0,1.0,7000000.0,4.0,1.0,1.0,1.0
749,2018,11900000.0,5.0,13800000.0,6.0,5.0,2.0,0.4
749,2021,900000.0,5.0,9000000.0,6.0,5.0,3.0,0.6
750,2009,-1450000.0,2.0,7500000.0,4.0,3.0,3.0,1.0
750,2010,700000.0,1.0,3300000.0,2.0,2.0,2.0,1.0
750,2011,8825000.0,1.0,5250000.0,4.0,2.0,0.0,0.0
750,2012,14510000.0,3.0,7550000.0,4.0,4.0,2.0,0.5
750,2013,100000.0,2.0,3150000.0,3.0,2.0,2.0,1.0
762,2010,40000000.0,1.0,11480000.0,3.0,1.0,1.0,1.0
762,2011,880000.0,1.0,27000000.0,6.0,4.0,4.0,1.0
762,2012,-500000.0,1.0,31965000.0,9.0,3.0,2.0,0.6666666666666666
762,2013,70000.0,1.0,0.0,0.0,2.0,0.0,0.0
762,2014,13200000.0,3.0,43020000.0,7.0,3.0,0.0,0.0
762,2015,1200000.0,3.0,106910000.0,8.0,4.0,0.0,0.0
762,2017,-12590000.0,6.0,39300000.0,5.0,6.0,2.0,0.3333333333333333
762,2018,-80850000.0,6.0,56400000.0,6.0,6.0,1.0,0.16666666666666666
762,2019,11640000.0,2.0,67400000.0,3.0,2.0,0.0,0.0
762,2020,-925000.0,1.0,39000000.0,3.0,1.0,1.0,1.0
762,2021,0.0,0.0,29400000.0,1.0,0.0,0.0,0.0
798,2014,-25000.0,1.0,0.0,0.0,1.0,1.0,1.0
798,2015,-225000.0,1.0,300000.0,1.0,1.0,1.0,1.0
798,2017,0.0,0.0,300000.0,1.0,0.0,0.0,0.0
798,2018,150000.0,1.0,0.0,0.0,1.0,0.0,0.0
800,2009,10930000.0,3.0,10500000.0,6.0,4.0,4.0,1.0
800,2011,5250000.0,2.0,14000000.0,4.0,5.0,4.0,0.8
800,2012,10800000.0,2.0,16950000.0,8.0,3.0,1.0,0.3333333333333333
800,2013,4475000.0,3.0,11325000.0,9.0,3.0,3.0,1.0
800,2014,6600000.0,5.0,10670000.0,4.0,7.0,4.0,0.5714285714285714
800,2015,19600000.0,8.0,23830000.0,11.0,8.0,3.0,0.375
800,2016,10450000.0,5.0,13840000.0,6.0,5.0,1.0,0.2
800,2017,-3695000.0,5.0,61370000.0,11.0,5.0,2.0,0.4
800,2018,6875000.0,4.0,38800000.0,8.0,4.0,1.0,0.25
800,2019,66800000.0,9.0,57650000.0,6.0,9.0,2.0,0.2222222222222222
800,2020,-14400000.0,6.0,55600000.0,6.0,6.0,0.0,0.0
800,2021,-17400000.0,6.0,65000000.0,5.0,6.0,0.0,0.0
826,2009,-1500000.0,1.0,4950000.0,4.0,1.0,1.0,1.0
826,2010,4915000.0,2.0,0.0,0.0,3.0,2.0,0.6666666666666666
826,2014,2500000.0,1.0,0.0,0.0,1.0,0.0,0.0
826,2020,0.0,0.0,19000000.0,4.0,0.0,0.0,0.0
826,2021,-1500000.0,2.0,16100000.0,5.0,2.0,0.0,0.0
855,2013,6700000.0,1.0,1200000.0,2.0,1.0,1.0,1.0
855,2014,2150000.0,1.0,2400000.0,2.0,1.0,1.0,1.0
855,2015,5600000.0,1.0,1950000.0,2.0,1.0,0.0,0.0
855,2016,1000000.0,1.0,0.0,0.0,1.0,0.0,0.0
855,2017,-1250000.0,3.0,1375000.0,3.0,3.0,1.0,0.3333333333333333
855,2018,1000000.0,1.0,3500000.0,2.0,1.0,0.0,0.0
862,2009,0.0,0.0,1900000.0,4.0,3.0,2.0,0.6666666666666666
862,2010,75000.0,1.0,6100000.0,8.0,1.0,1.0,1.0
862,2011,750000.0,2.0,11000000.0,10.0,6.0,2.0,0.3333333333333333
862,2012,-1743000.0,5.0,10300000.0,4.0,5.0,2.0,0.4
862,2013,2575000.0,2.0,3400000.0,5.0,5.0,1.0,0.2
862,2014,-4160000.0,4.0,7350000.0,8.0,5.0,2.0,0.4
862,2015,8787000.0,5.0,5150000.0,4.0,5.0,2.0,0.4
862,2016,5000000.0,2.0,12572000.0,5.0,2.0,1.0,0.5
862,2017,1521000.0,10.0,2650000.0,6.0,10.0,3.0,0.3
862,2018,6200000.0,5.0,9250000.0,6.0,6.0,2.0,0.3333333333333333
873,2013,0.0,0.0,33000000.0,13.0,0.0,0.0,0.0
873,2014,-9530000.0,2.0,31220000.0,8.0,2.0,1.0,0.5
873,2015,0.0,0.0,28800000.0,3.0,1.0,1.0,1.0
873,2016,35500000.0,3.0,98000000.0,7.0,4.0,2.0,0.5
873,2017,1000000.0,1.0,48950000.0,4.0,1.0,0.0,0.0
873,2018,0.0,0.0,10700000.0,1.0,0.0,0.0,0.0
873,2019,15000000.0,1.0,6100000.0,2.0,1.0,0.0,0.0
873,2020,4000000.0,1.0,18900000.0,2.0,1.0,0.0,0.0
873,2021,0.0,0.0,73440000.0,5.0,0.0,0.0,0.0
897,2009,125000.0,1.0,2000000.0,1.0,2.0,2.0,1.0
897,2010,12100000.0,2.0,0.0,0.0,3.0,3.0,1.0
897,2014,0.0,0.0,200000.0,1.0,0.0,0.0,0.0
897,2015,0.0,0.0,8000000.0,2.0,0.0,0.0,0.0
897,2016,17500000.0,1.0,7000000.0,3.0,1.0,0.0,0.0
897,2017,4500000.0,2.0,9500000.0,4.0,2.0,0.0,0.0
931,2009,0.0,0.0,6930000.0,5.0,0.0,0.0,0.0
931,2010,-3800000.0,2.0,11050000.0,4.0,4.0,3.0,0.75
931,2011,0.0,0.0,18130000.0,6.0,4.0,1.0,0.25
931,2012,18100000.0,2.0,10000000.0,3.0,6.0,3.0,0.5
931,2013,2500000.0,1.0,26900000.0,5.0,1.0,0.0,0.0
931,2018,850000.0,2.0,115100000.0,8.0,2.0,1.0,0.5
931,2020,0.0,0.0,29550000.0,6.0,0.0,0.0,0.0
940,2012,0.0,0.0,4150000.0,4.0,0.0,0.0,0.0
940,2013,1800000.0,1.0,6000000.0,3.0,1.0,1.0,1.0
940,2014,0.0,1.0,3900000.0,4.0,1.0,0.0,0.0
940,2015,-2400000.0,4.0,16300000.0,5.0,5.0,1.0,0.2
940,2016,17600000.0,2.0,8400000.0,4.0,2.0,0.0,0.0
940,2017,9000000.0,2.0,26800000.0,5.0,2.0,0.0,0.0
940,2018,-11500000.0,8.0,29500000.0,5.0,8.0,0.0,0.0
940,2019,-7050000.0,5.0,20900000.0,2.0,5.0,0.0,0.0
940,2020,-2000000.0,1.0,3000000.0,2.0,1.0,0.0,0.0
940,2021,800000.0,1.0,8000000.0,2.0,1.0,0.0,0.0
969,2010,12400000.0,2.0,4300000.0,4.0,3.0,3.0,1.0
969,2011,0.0,0.0,2000000.0,1.0,1.0,0.0,0.0
969,2012,15750000.0,2.0,12500000.0,4.0,2.0,1.0,0.5
969,2013,6500000.0,2.0,2500000.0,3.0,4.0,0.0,0.0
969,2014,5600000.0,2.0,4000000.0,3.0,2.0,0.0,0.0
969,2015,3400000.0,2.0,1775000.0,2.0,2.0,1.0,0.5
969,2016,-1000000.0,3.0,6400000.0,4.0,4.0,1.0,0.25
969,2017,11450000.0,3.0,5700000.0,3.0,3.0,0.0,0.0
969,2018,-10300000.0,3.0,10150000.0,6.0,3.0,0.0,0.0
969,2019,3000000.0,4.0,18800000.0,4.0,4.0,0.0,0.0
969,2020,0.0,0.0,13100000.0,3.0,0.0,0.0,0.0
969,2021,-3000000.0,2.0,0.0,0.0,2.0,0.0,0.0
979,2014,500000.0,1.0,0.0,0.0,1.0,1.0,1.0
979,2015,-200000.0,1.0,0.0,0.0,1.0,0.0,0.0
979,2017,1100000.0,3.0,0.0,0.0,3.0,0.0,0.0
979,2018,740000.0,1.0,0.0,0.0,2.0,0.0,0.0
979,2019,-750000.0,1.0,2000000.0,2.0,1.0,0.0,0.0
979,2020,-300000.0,1.0,0.0,0.0,1.0,0.0,0.0
982,2009,4450000.0,1.0,800000.0,2.0,2.0,2.0,1.0
982,2010,0.0,0.0,1400000.0,2.0,0.0,0.0,0.0
982,2011,2450000.0,2.0,750000.0,1.0,2.0,2.0,1.0
982,2012,1350000.0,2.0,40000.0,1.0,2.0,0.0,0.0
982,2013,0.0,0.0,1300000.0,2.0,0.0,0.0,0.0
982,2014,-1010000.0,3.0,0.0,0.0,3.0,0.0,0.0
982,2015,180000.0,2.0,0.0,0.0,2.0,0.0,0.0
982,2016,-8800000.0,3.0,100000.0,1.0,3.0,0.0,0.0
982,2018,0.0,0.0,2700000.0,2.0,0.0,0.0,0.0
982,2020,100000.0,1.0,500000.0,1.0,1.0,0.0,0.0
984,2010,0.0,0.0,13830000.0,7.0,1.0,1.0,1.0
984,2011,3150000.0,2.0,8038000.0,4.0,5.0,4.0,0.8
984,2012,-6770000.0,1.0,5000000.0,1.0,2.0,2.0,1.0
984,2013,7300000.0,1.0,12900000.0,2.0,2.0,0.0,0.0
984,2014,1950000.0,1.0,24880000.0,5.0,1.0,0.0,0.0
984,2015,10045000.0,3.0,42900000.0,5.0,4.0,1.0,0.25
984,2016,21000000.0,3.0,37900000.0,4.0,4.0,0.0,0.0
984,2017,0.0,0.0,49700000.0,6.0,1.0,0.0,0.0
984,2020,100000.0,2.0,40560000.0,6.0,2.0,0.0,0.0
985,2009,54765000.0,4.0,27300000.0,3.0,5.0,5.0,1.0
985,2010,15050000.0,3.0,29300000.0,4.0,3.0,3.0,1.0
985,2011,1500000.0,4.0,62300000.0,3.0,7.0,4.0,0.5714285714285714
985,2012,-550000.0,1.0,76450000.0,6.0,3.0,3.0,1.0
985,2013,0.0,0.0,77130000.0,2.0,0.0,0.0,0.0
985,2014,-11200000.0,5.0,187750000.0,6.0,6.0,2.0,0.3333333333333333
985,2015,59770000.0,6.0,156000000.0,5.0,7.0,3.0,0.42857142857142855
985,2016,-11350000.0,5.0,185000000.0,3.0,5.0,0.0,0.0
985,2017,15500000.0,2.0,198400000.0,4.0,2.0,0.0,0.0
985,2018,4250000.0,3.0,82700000.0,3.0,3.0,0.0,0.0
985,2019,-29820000.0,3.0,222800000.0,4.0,3.0,0.0,0.0
985,2020,700000.0,2.0,83800000.0,4.0,2.0,0.0,0.0
985,2021,11100000.0,1.0,140000000.0,3.0,1.0,0.0,0.0
989,2015,0.0,0.0,53910000.0,7.0,1.0,1.0,1.0
989,2016,12450000.0,3.0,38340000.0,6.0,6.0,3.0,0.5
989,2017,0.0,0.0,34300000.0,2.0,0.0,0.0,0.0
989,2018,14000000.0,3.0,89100000.0,5.0,3.0,0.0,0.0
989,2019,-5300000.0,3.0,52210000.0,4.0,3.0,0.0,0.0
993,2014,0.0,0.0,250000.0,1.0,0.0,0.0,0.0
995,2013,0.0,0.0,3000000.0,4.0,1.0,0.0,0.0
995,2014,0.0,0.0,420000.0,1.0,0.0,0.0,0.0
995,2015,-24700000.0,6.0,7000000.0,5.0,7.0,4.0,0.5714285714285714
995,2016,245000.0,3.0,5000000.0,4.0,3.0,1.0,0.3333333333333333
995,2017,-600000.0,3.0,11300000.0,4.0,3.0,0.0,0.0
995,2018,1950000.0,2.0,14050000.0,5.0,3.0,0.0,0.0
995,2019,-24800000.0,5.0,17950000.0,6.0,5.0,1.0,0.2
995,2020,-1000000.0,2.0,5000000.0,1.0,2.0,1.0,0.5
995,2021,-3900000.0,4.0,7500000.0,1.0,4.0,0.0,0.0
1003,2014,0.0,0.0,22860000.0,4.0,0.0,0.0,0.0
1003,2015,1000000.0,2.0,49900000.0,7.0,2.0,1.0,0.5
1003,2016,-27650000.0,6.0,92100000.0,6.0,6.0,2.0,0.3333333333333333
1003,2017,39600000.0,3.0,81345000.0,7.0,3.0,0.0,0.0
1003,2018,44300000.0,3.0,114600000.0,7.0,3.0,1.0,0.3333333333333333
1003,2019,37700000.0,2.0,104300000.0,4.0,2.0,0.0,0.0
1003,2020,-1730000.0,3.0,55000000.0,2.0,3.0,0.0,0.0
1003,2021,-8000000.0,1.0,67600000.0,3.0,1.0,0.0,0.0
1005,2010,1075000.0,2.0,4250000.0,3.0,3.0,3.0,1.0
1005,2011,2800000.0,1.0,1050000.0,1.0,5.0,4.0,0.8
1005,2019,-100000.0,2.0,3900000.0,5.0,2.0,2.0,1.0
1010,2015,4720000.0,2.0,80800000.0,11.0,3.0,1.0,0.3333333333333333
1010,2016,42100000.0,6.0,69700000.0,9.0,8.0,0.0,0.0
1010,2017,1100000.0,5.0,71400000.0,9.0,5.0,1.0,0.2
1010,2018,-7460000.0,4.0,30100000.0,8.0,4.0,0.0,0.0
1010,2019,10000000.0,3.0,48500000.0,4.0,3.0,0.0,0.0
1010,2021,-1450000.0,4.0,24800000.0,5.0,4.0,0.0,0.0
1020,2009,3300000.0,2.0,8800000.0,3.0,8.0,7.0,0.875
1025,2009,4875000.0,2.0,8950000.0,4.0,4.0,4.0,1.0
1025,2010,2700000.0,1.0,21560000.0,11.0,3.0,2.0,0.6666666666666666
1025,2011,3250000.0,3.0,20083000.0,12.0,6.0,3.0,0.5
1025,2012,12700000.0,1.0,8685000.0,7.0,2.0,0.0,0.0
1025,2013,15200000.0,4.0,6090000.0,5.0,5.0,2.0,0.4
1025,2015,-50000.0,2.0,22580000.0,10.0,2.0,0.0,0.0
1025,2016,700000.0,2.0,31300000.0,11.0,3.0,0.0,0.0
1025,2017,0.0,0.0,13000000.0,6.0,0.0,0.0,0.0
1025,2018,13131000.0,9.0,29800000.0,7.0,9.0,1.0,0.1111111111111111
1025,2019,7100000.0,7.0,67045000.0,13.0,7.0,0.0,0.0
1025,2020,2000000.0,1.0,1972000.0,3.0,1.0,0.0,0.0
1025,2021,-1400000.0,1.0,26410000.0,5.0,1.0,0.0,0.0
1032,2012,-11100000.0,1.0,10820000.0,6.0,1.0,1.0,1.0
1038,2009,7425000.0,4.0,8500000.0,2.0,7.0,7.0,1.0
1038,2010,4450000.0,1.0,24290000.0,9.0,3.0,3.0,1.0
1038,2012,5250000.0,2.0,17400000.0,7.0,2.0,0.0,0.0
1038,2013,-16050000.0,4.0,19600000.0,6.0,7.0,6.0,0.8571428571428571
1038,2014,14820000.0,6.0,22450000.0,7.0,8.0,4.0,0.5
1038,2015,2320000.0,4.0,34670000.0,8.0,4.0,0.0,0.0
1038,2016,7332000.0,14.0,38150000.0,14.0,14.0,2.0,0.14285714285714285
1038,2017,-110640000.0,5.0,48750000.0,8.0,5.0,1.0,0.2
1038,2018,18950000.0,4.0,48950000.0,8.0,4.0,0.0,0.0
1038,2019,-3960000.0,10.0,63250000.0,8.0,10.0,2.0,0.2
1038,2020,1000000.0,2.0,15650000.0,7.0,2.0,0.0,0.0
1038,2021,-3000000.0,2.0,14000000.0,3.0,2.0,0.0,0.0
1039,2011,0.0,0.0,25610000.0,8.0,2.0,2.0,1.0
1039,2012,335000.0,1.0,50350000.0,7.0,3.0,3.0,1.0
1039,2014,20540000.0,3.0,40938000.0,7.0,4.0,0.0,0.0
1041,2009,12300000.0,2.0,82700000.0,6.0,6.0,6.0,1.0
1041,2010,0.0,0.0,28000000.0,2.0,4.0,4.0,1.0
1041,2011,-7000000.0,1.0,4600000.0,3.0,2.0,2.0,1.0
1041,2012,13925000.0,5.0,8750000.0,3.0,6.0,2.0,0.3333333333333333
1041,2013,9800000.0,3.0,3000000.0,2.0,4.0,0.0,0.0
1041,2014,-18500000.0,2.0,5650000.0,3.0,2.0,0.0,0.0
1041,2015,21475000.0,6.0,41100000.0,7.0,6.0,0.0,0.0
1041,2016,21375000.0,3.0,28600000.0,3.0,3.0,0.0,0.0
1041,2017,73950000.0,6.0,59500000.0,8.0,6.0,0.0,0.0
1041,2018,37100000.0,9.0,46450000.0,5.0,9.0,0.0,0.0
1041,2019,11820000.0,8.0,122000000.0,8.0,8.0,0.0,0.0
1041,2020,-33300000.0,7.0,33250000.0,4.0,7.0,0.0,0.0
1041,2021,-3500000.0,4.0,6000000.0,1.0,4.0,0.0,0.0
1049,2009,12500000.0,1.0,5000000.0,1.0,2.0,2.0,1.0
1049,2010,23750000.0,1.0,27550000.0,5.0,5.0,5.0,1.0
1049,2011,27200000.0,3.0,32000000.0,6.0,3.0,3.0,1.0
1049,2012,9450000.0,3.0,23200000.0,5.0,5.0,2.0,0.4
1049,2013,18700000.0,3.0,19970000.0,6.0,5.0,0.0,0.0
1049,2014,5850000.0,8.0,55050000.0,5.0,9.0,1.0,0.1111111111111111
1049,2015,38300000.0,3.0,143500000.0,9.0,3.0,0.0,0.0
1049,2016,42400000.0,5.0,34000000.0,3.0,6.0,0.0,0.0
1049,2017,50000.0,6.0,51000000.0,5.0,6.0,0.0,0.0
1049,2018,-9200000.0,6.0,126200000.0,9.0,6.0,0.0,0.0
1049,2019,33300000.0,4.0,75000000.0,6.0,4.0,0.0,0.0
1049,2020,-19650000.0,5.0,0.0,0.0,5.0,0.0,0.0
1049,2021,0.0,0.0,11000000.0,2.0,0.0,0.0,0.0
1050,2009,3700000.0,1.0,22900000.0,3.0,3.0,3.0,1.0
1050,2010,6820000.0,3.0,4250000.0,2.0,6.0,5.0,0.8333333333333334
1050,2011,22650000.0,3.0,31300000.0,6.0,3.0,2.0,0.6666666666666666
1050,2013,9700000.0,1.0,16000000.0,5.0,1.0,0.0,0.0
1050,2014,6950000.0,3.0,17700000.0,4.0,3.0,0.0,0.0
1050,2015,-16240000.0,4.0,46200000.0,6.0,5.0,2.0,0.4
1050,2016,37550000.0,4.0,55950000.0,7.0,5.0,0.0,0.0
1050,2017,52500000.0,4.0,43500000.0,5.0,4.0,0.0,0.0
1050,2018,-27200000.0,4.0,92900000.0,8.0,4.0,0.0,0.0
1050,2019,15500000.0,8.0,43800000.0,5.0,8.0,0.0,0.0
1050,2020,-5300000.0,5.0,35250000.0,6.0,5.0,0.0,0.0
1050,2021,-3550000.0,5.0,54500000.0,4.0,5.0,0.0,0.0
1071,2009,0.0,0.0,17750000.0,7.0,2.0,2.0,1.0
1071,2010,0.0,0.0,11400000.0,5.0,2.0,1.0,0.5
1071,2011,0.0,0.0,12380000.0,4.0,2.0,1.0,0.5
1071,2012,5000000.0,1.0,10435000.0,3.0,2.0,0.0,0.0
1075,2009,2950000.0,1.0,250000.0,2.0,4.0,4.0,1.0
1075,2010,900000.0,1.0,800000.0,4.0,3.0,3.0,1.0
1075,2011,12340000.0,3.0,5288000.0,6.0,3.0,2.0,0.6666666666666666
1075,2012,-1000000.0,1.0,850000.0,2.0,3.0,1.0,0.3333333333333333
1075,2013,5125000.0,2.0,4676000.0,5.0,3.0,1.0,0.3333333333333333
1075,2014,-50000.0,1.0,17900000.0,5.0,1.0,0.0,0.0
1075,2015,16700000.0,3.0,4100000.0,8.0,4.0,0.0,0.0
1075,2016,-4000000.0,5.0,8120000.0,6.0,5.0,0.0,0.0
1075,2017,5530000.0,5.0,5796000.0,5.0,5.0,0.0,0.0
1075,2018,10800000.0,3.0,7010000.0,4.0,3.0,0.0,0.0
1075,2019,-12750000.0,6.0,5500000.0,4.0,6.0,0.0,0.0
1075,2020,10000000.0,4.0,11000000.0,2.0,4.0,0.0,0.0
1075,2021,-8790000.0,6.0,4100000.0,4.0,6.0,0.0,0.0
1082,2009,0.0,0.0,8600000.0,3.0,2.0,2.0,1.0
1082,2010,0.0,0.0,0.0,0.0,2.0,2.0,1.0
1082,2011,26150000.0,3.0,23200000.0,7.0,7.0,5.0,0.7142857142857143
1082,2012,15200000.0,2.0,22500000.0,6.0,2.0,2.0,1.0
1082,2013,-12300000.0,4.0,2950000.0,2.0,4.0,1.0,0.25
1082,2014,6630000.0,3.0,7800000.0,3.0,3.0,0.0,0.0
1082,2015,2925000.0,6.0,12900000.0,8.0,6.0,0.0,0.0
1082,2016,-19200000.0,7.0,20500000.0,5.0,7.0,0.0,0.0
1082,2017,6500000.0,5.0,76500000.0,10.0,5.0,0.0,0.0
1082,2018,12800000.0,10.0,8900000.0,3.0,10.0,0.0,0.0
1082,2019,59800000.0,6.0,99000000.0,11.0,6.0,0.0,0.0
1082,2020,9250000.0,3.0,40300000.0,4.0,3.0,0.0,0.0
1082,2021,-21690000.0,7.0,13000000.0,2.0,7.0,0.0,0.0
1084,2009,0.0,0.0,1600000.0,2.0,1.0,1.0,1.0
1084,2010,0.0,0.0,25045000.0,12.0,0.0,0.0,0.0
1084,2011,0.0,0.0,59250000.0,8.0,0.0,0.0,0.0
1084,2012,31500000.0,5.0,0.0,0.0,6.0,1.0,0.16666666666666666
1084,2013,15400000.0,4.0,4630000.0,7.0,5.0,0.0,0.0
1084,2014,14000000.0,3.0,500000.0,1.0,5.0,1.0,0.2
1084,2015,20225000.0,6.0,7700000.0,4.0,8.0,0.0,0.0
1084,2016,0.0,0.0,12100000.0,5.0,0.0,0.0,0.0
1084,2017,-5500000.0,3.0,10500000.0,5.0,4.0,0.0,0.0
1085,2009,0.0,0.0,600000.0,1.0,0.0,0.0,0.0
1085,2011,-1120000.0,1.0,0.0,0.0,1.0,0.0,0.0
1085,2013,-5950000.0,1.0,50000.0,1.0,1.0,0.0,0.0
1085,2014,-13800000.0,2.0,0.0,0.0,2.0,0.0,0.0
1085,2015,500000.0,1.0,0.0,0.0,1.0,0.0,0.0
1085,2016,-3675000.0,2.0,0.0,0.0,2.0,0.0,0.0
1085,2017,-4300000.0,3.0,0.0,0.0,3.0,0.0,0.0
1085,2018,-400000.0,3.0,0.0,0.0,3.0,0.0,0.0
1085,2019,-500000.0,1.0,1000000.0,1.0,1.0,0.0,0.0
1090,2009,2600000.0,1.0,6000000.0,3.0,3.0,3.0,1.0
1090,2010,7625000.0,3.0,3100000.0,4.0,5.0,4.0,0.8
1090,2011,6850000.0,4.0,4600000.0,3.0,6.0,4.0,0.6666666666666666
1090,2012,3900000.0,3.0,4950000.0,6.0,4.0,1.0,0.25
1090,2013,13200000.0,2.0,4750000.0,3.0,3.0,1.0,0.3333333333333333
1090,2014,800000.0,1.0,1500000.0,3.0,2.0,0.0,0.0
1090,2015,-7900000.0,4.0,4700000.0,5.0,5.0,0.0,0.0
1090,2016,22000000.0,2.0,4350000.0,3.0,2.0,0.0,0.0
1090,2017,7100000.0,3.0,5700000.0,3.0,3.0,0.0,0.0
1090,2018,-6000000.0,3.0,6800000.0,5.0,3.0,0.0,0.0
